file,line_at_b8e036a8,test_or_gate,declared_purpose,audit_scope
tests/test_scalar_psp.py,462,test_measurement_selects_jresolved_on_the_lspinorb_true_wfn,"The other arm: a genuine SOC WFN (MoS2, spin pairing broken by",census only; classification in gate_blindness.md
tests/test_scalar_psp.py,485,test_measurement_refusals_are_loud_and_the_equivalence_arm_is_green,"Red twins for the measured arm — the refusals must fire, and the",census only; classification in gate_blindness.md
tests/test_scalar_psp.py,569,test_qe_vloc_radial_scheme_matches_qe_and_old_rectangle_fails,,census only; classification in gate_blindness.md
tests/test_scalar_psp.py,612,test_beta_tables_use_kkbeta_and_full_mesh_generic_weights_fail,,census only; classification in gate_blindness.md
tests/test_scalar_psp.py,649,test_qe_simpsn_weights_match_upflib_conventions,Odd n: standard composite Simpson.  Even n: QE's simpsn drops the,census only; classification in gate_blindness.md
tests/test_scalar_psp.py,675,test_alpha_z_uses_qe_msh_scheme_and_full_mesh_simpson_fails,,census only; classification in gate_blindness.md
tests/test_scalar_psp.py,705,test_vloc_nlcc_tables_use_qe_msh_scheme_and_full_mesh_fails,,census only; classification in gate_blindness.md
tests/test_scalar_psp.py,761,test_projector_numpy_twins_match_batched_tables,projector_table / projector_deriv_table (kkbeta scheme) against the,census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,95,test_live_gspace_receipt_preserves_the_assembled_direct_field,,census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,104,test_receipt_replays_the_same_conditioned_curve_and_assembly,,census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,155,test_new_schema_states_fail_closed,"Every partial, old-source, or interrupted v5 state refuses.",census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,177,test_appender_refuses_new_raw_cube_missing_creation_marker,,census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,185,test_receipt_checks_rows_and_policy_before_writing,,census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,228,test_receipt_rows_are_the_call_site_s_own_file_wedge,The stamped rows are the ones the caller passed.,census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,263,test_receipt_accepts_canonical_first_occurrences_as_the_file_wedge,Canonical star parents remain valid when they are the caller's rows.,census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,327,test_receipt_accepts_the_real_gnppm_file_wedge_over_a_star_wedge_cube,9 assembly rows against a 5-row cube is correct on this deck.,census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,350,test_receipt_refuses_a_file_wedge_that_misses_one_of_the_cube_s_stars,"Five rows, the count the old gate demanded, covering three stars.",census only; classification in gate_blindness.md
tests/test_sigma_eqp_assembly_receipt.py,365,test_receipt_lands_on_the_real_gnppm_run,The real input: the sigma_mnk.h5 a driver run wrote.,census only; classification in gate_blindness.md
tests/test_sigma_output_columns.py,59,test_one_complex_element_makes_every_row_of_that_column_complex,The property: a column complex ANYWHERE is written complex EVERYWHERE.,census only; classification in gate_blindness.md
tests/test_sigma_output_columns.py,72,test_a_fully_real_component_carries_no_imaginary_field_anywhere,THE RED TWIN of the cell above.,census only; classification in gate_blindness.md
tests/test_sigma_output_columns.py,89,test_every_row_has_the_same_width_with_every_column_present,Constant row width is the thing a column parser actually depends on.,census only; classification in gate_blindness.md
tests/test_sigma_output_columns.py,121,test_the_totals_column_decides_on_its_own_sum,"sigTOT is sigSX+sigCOH, so its complexity is its OWN question.",census only; classification in gate_blindness.md
tests/test_sigma_output_columns.py,146,test_bispinor_lorentz_columns_are_additive_and_scalar_schema_is_unchanged,,census only; classification in gate_blindness.md
tests/test_sigma_output_columns.py,176,test_lorentz_column_closure_refuses_a_bad_decomposition,,census only; classification in gate_blindness.md
tests/test_sigma_output_columns.py,187,test_z_column_records_raw_value_and_state_local_fallback,,census only; classification in gate_blindness.md
tests/test_sigma_result_basis.py,88,test_every_sigma_result_field_declares_its_basis,,census only; classification in gate_blindness.md
tests/test_sigma_result_basis.py,114,test_sc_finalize_rotates_exactly_the_declared_set,,census only; classification in gate_blindness.md
tests/test_sigma_result_basis.py,142,test_sigma_basis_fields_are_never_rotated,,census only; classification in gate_blindness.md
tests/test_sigma_x_bispinor.py,20,test_gamma0_perm_phase_is_identity,"γ̃^0 = I_4: perm = (0,1,2,3), phase = (1,1,1,1).  Applying it",census only; classification in gate_blindness.md
tests/test_sigma_x_bispinor.py,37,test_gamma_apply_matches_dense_matmul_xn_axis,"``gamma_apply(ψ, perm, phase, axis=1)`` must equal",census only; classification in gate_blindness.md
tests/test_sigma_x_bispinor.py,55,test_gamma_apply_matches_dense_matmul_yr_axis,"psi_yr has shape (nk, n, s, μ_Y); γ̃ applies on axis 2.",census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,54,test_padded_slab_clips_to_the_logical_extent,A padded operand writes its logical prefix and nothing else.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,61,test_slab_starting_past_the_dataset_is_an_empty_no_op_not_a_refusal,Offset past the end yields a 0 extent — a legitimate rendezvous.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,70,test_offset_overrunning_the_dataset_clips_silently,"Documented clip (slab_io.write_slab): min(A.shape, ds - offset).",census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,79,test_valid_shape_override_that_overruns_the_dataset_refuses,valid_shape is an assertion SlabIO has no licence to shrink.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,92,test_nondivisible_sharded_extent_refuses_naming_the_padded_shape,"``read_slab(shape=(17,16), P('x','y'))`` on a 4x4 mesh REFUSES.",census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,114,test_padded_extent_that_is_itself_not_divisible_refuses,A caller who pads to 18 on a 4-wide mesh axis is still wrong.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,124,test_replicated_dims_are_never_divisibility_checked,"A dim no mesh axis shards has divisor 1, so ANY extent is legal.",census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,144,test_one_dim_sharded_by_both_mesh_axes_uses_the_axis_PRODUCT,"P(('x','y'), None) on 4x4 needs dim 0 divisible by 16, not 4.",census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,180,test_singleton_mpi_world_under_a_16_rank_launch_is_refused,"The measured case: MPI says 1, JAX says 16.",census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,190,test_matching_world_sizes_pass_and_a_single_process_run_is_fine,,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,195,test_an_unprobeable_mpi_warns_by_default_and_refuses_when_required,Not finding libmpi must not break a working run by itself...,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,207,test_the_verdict_is_rank_invariant_by_construction,Every rank compares its own MPI_Comm_size to a replicated,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,283,test_clamp_in_extent_passthrough,"When the request fills the window exactly, every rank gets the full",census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,297,test_clamp_bispinor_16gpu_regression,The exact case that crashed the bispinor 16-GPU gate.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,316,test_clamp_extreme_zero_avail,All ranks past the window (degenerate) ⇒ all band_cnt=0.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,323,test_clamp_with_b_lo_offset,b_lo > 0 shifts each rank's window; the clip must respect it.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,342,test_clamp_shape_and_axes,"Result shape ``(world * n_reads, 4)`` with proper axis values.",census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,382,test_band_pad_rows_get_no_file_data,Per-rank band counts must sum to the LOGICAL band count.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,406,test_clamp_agrees_with_the_slab_io_clip_on_every_dim,Every counts row equals ``_derive_valid_shape`` of that rank's,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,444,test_helper_is_used_by_read_slabs,Smoke check that ``read_slabs`` source references the helper.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,463,test_helper_delegates_the_clip,The clip ARITHMETIC must not be respelled in the table builder.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,502,test_inconsistent_window_tables_refuse,``read_slabs`` takes TWO tables describing ONE list of windows.,census only; classification in gate_blindness.md
tests/test_slab_io_hostile_geometry.py,517,test_the_window_table_check_passes_a_well_formed_request,RED TWIN for the refusals above: the check is not unconditional.,census only; classification in gate_blindness.md
tests/test_spin_density_matrix.py,35,test_pure_spinors_have_expected_pauli_fields,,census only; classification in gate_blindness.md
tests/test_spin_density_matrix.py,46,test_mixed_occupations_are_hermitian_real_and_match_direct_paulis,,census only; classification in gate_blindness.md
tests/test_spin_density_matrix.py,79,test_pauli_helper_is_literal_trace_for_nonhermitian_diagnostic_input,,census only; classification in gate_blindness.md
tests/test_spin_density_matrix.py,95,test_kpoint_matrix_trace_matches_charge_and_preserves_all_weights,,census only; classification in gate_blindness.md
tests/test_spin_density_matrix.py,118,test_spin_matrix_mode_refuses_non_pauli_and_conflicting_requests,,census only; classification in gate_blindness.md
tests/test_star_wedge_measured_values.py,185,test_the_star_wedge_sweep_counts_are_what_was_measured,"MEASURED ``L15_wedge_tables.log``, six lines, ``VERDICT PASS``::",census only; classification in gate_blindness.md
tests/test_star_wedge_measured_values.py,221,test_renumber_composed_with_rows_returns_the_parent_map_exactly,"THE identity, ``rows[irr_idx_wedge] == SymMaps.irr_idx_k``, all six decks.",census only; classification in gate_blindness.md
tests/test_star_wedge_measured_values.py,268,test_these_three_decks_really_do_separate_the_two_wedges,"PRECONDITION for everything above, stated so a fixture change shows.",census only; classification in gate_blindness.md
tests/test_star_wedge_measured_values.py,288,test_the_true_ibz_decks_keep_the_literal_old_path,The other half of the sweep claim: ``si_*`` and ``hbn_*`` do not move.,census only; classification in gate_blindness.md
tests/test_star_wedge_measured_values.py,329,test_a_wedge_stored_slab_reads_back_exactly_star_covariant,"MEASURED ``0.000000e+00``, diagonal AND off-diagonal, on FRESH files.",census only; classification in gate_blindness.md
tests/test_star_wedge_measured_values.py,397,test_read_star_map_counts_distinct_stars_not_the_max_label,RED TWIN for the refusal that did not fire.,census only; classification in gate_blindness.md
tests/test_star_wedge_measured_values.py,453,test_the_committed_kin_ion_fixtures_carry_their_measured_deviation,"The four stale fixtures and the two clean ones, measured 2026-08-17.",census only; classification in gate_blindness.md
tests/test_static_gauge_head_artifact.py,71,test_hall_artifact_roundtrip_is_sealed_and_immutable,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_artifact.py,109,test_hall_artifact_refuses_mismatched_runtime_identity,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_artifact.py,119,test_hall_artifact_refuses_absent_partial_and_incomplete,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_artifact.py,143,test_bare_route_accepts_authenticated_exact_zero_hall,Positive control for the narrowed bare-route Hall refusal.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_artifact.py,170,test_bare_route_still_refuses_authenticated_nonzero_hall,Negative control: a nonzero Gamma-only CT/TC block still refuses.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_artifact.py,191,test_hall_artifact_schema_version_has_a_red_twin,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_artifact.py,204,test_response_tile_adapters_delegate_canonical_pack_and_views,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_artifact.py,230,test_immutable_output_refusal_names_path_flag_and_recovery,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,65,test_hall_builder_has_only_transverse_ct_tc_and_fixed_sign,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,81,test_hall_builder_with_zero_sigma_is_exactly_zero,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,86,test_static_head_moment_matches_direct_coupled_dyson_algebra,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,122,test_static_head_moment_applies_deterministic_cubature_weights,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,195,test_scalar_head_owner_and_packed_completion_share_one_q0_quadrature,"ONE q->0 cell-average owner: same nodes, same weights, same numbers.",census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,250,test_slab_q0_ladder_certificate_can_refuse,NEGATIVE CONTROL: the ladder gate is reachable in the FAIL direction.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,278,test_slab_q0_rule_is_a_named_selection_that_refuses_its_alternatives,No silent rule: an unknown name and the 3D sphere key both refuse.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,297,test_static_head_numerical_certificate_gates_transformed_forward_bound,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,321,test_static_head_numerical_certificate_refuses_bound_denominator,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,334,test_static_head_numerical_certificate_refuses_nonfinite_theta,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,346,test_static_head_numerical_certificate_refuses_nonfinite_convergence,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,358,test_static_head_mixed_error_refuses_nonfinite_nonfirst_block,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,368,test_static_head_order_reduction_refuses_later_nonfinite_diagnostic,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,381,test_static_head_completion_has_no_independent_cell_volume_seam,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,386,test_static_gauge_tensor_residuals_accept_a_nonzero_ward_closed_tensor,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,392,test_static_gauge_tensor_residuals_flag_a_ward_breaking_tensor,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,399,test_static_gauge_tensor_residuals_flag_a_nonhermitian_tensor,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,406,test_static_photon_head_response_is_sealed_to_its_producer,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,415,test_packed_runtime_has_no_caller_supplied_head_response_seam,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,420,test_packed_runtime_refuses_a_config_less_call_before_opening_a_body,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,428,test_packed_runtime_refuses_no_local_fields_before_opening_a_body,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,464,test_packed_deck_default_head_runs_the_completion,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,471,test_packed_deck_off_head_is_an_announced_debug_skip,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,477,test_packed_deck_refuses_no_local_fields,"Refused for EVERY bispinor deck now, not only the packed envelope.",census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,491,test_packed_deck_completion_is_slab_only_and_says_why,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,500,test_packed_deck_off_head_keeps_the_bulk_body_reachable,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,511,test_the_route_and_the_refusal_read_the_same_envelope_table,The envelope had two owners; a condition written twice will differ.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,534,test_material_class_is_owned_by_wfn_validation_not_the_envelope,The removed material-class deck key must not survive as a shadow row.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,543,test_every_envelope_row_says_physics_or_implementation_limit,A refusal that does not say WHICH cannot be acted on.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,555,test_the_eight_scalar_head_overrides_are_one_conjunct,Eight hand-written got/want rows became one predicate that names,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,572,test_mode_required_settings_are_derived_from_the_envelope_table,"The packed kernel derives its band carrier, not the public LA dial.",census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,587,test_retired_full_carrier_key_warns_and_uses_parents,The temporary compatibility ruling accepts false with an explicit warning.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,600,test_a_deck_outside_the_envelope_still_sees_its_own_reason,The promotion must not fire for a deck that is outside the envelope,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,636,test_incumbent_head_off_gets_the_same_debug_labelling_as_the_packed_route,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,650,test_incumbent_head_full_says_it_has_no_transverse_gamma_head,A bulk bispinor number must not look complete.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,666,test_the_driver_prints_the_incumbent_head_record,The one owner is gw_config; gw_jax must not grow a second copy.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,675,test_the_driver_replays_config_provenance_into_the_production_report,Unnamed physics defaults must survive the production chatter filter.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,684,test_restart_preserves_the_packed_head_mechanism,A copied parent restart uses the same coupled Gamma completion as fresh GW.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,694,test_an_unnamed_restart_uses_the_fresh_physics_default,The global default is fresh physics and its provenance is visible.,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,711,test_a_scalar_deck_gets_the_same_fresh_restart_default,,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,727,test_a_bulk_bispinor_restart_deck_is_untouched,The gate is aimed at the deck class the packed route would have,census only; classification in gate_blindness.md
tests/test_static_gauge_head_response.py,737,test_retired_charge_hall_cubature_spelling_names_the_new_mode,,census only; classification in gate_blindness.md
tests/test_static_photon_head_response.py,125,test_producer_with_hall_artifact_has_only_declared_support,,census only; classification in gate_blindness.md
tests/test_static_photon_head_response.py,146,test_producer_without_hall_artifact_uses_sigma_h_zero,,census only; classification in gate_blindness.md
tests/test_static_photon_head_response.py,159,test_producer_refuses_a_hall_term_from_another_band_manifold,,census only; classification in gate_blindness.md
tests/test_static_photon_head_response.py,168,test_producer_refuses_an_unsealed_hall_object,,census only; classification in gate_blindness.md
tests/test_transverse_candidate_gram.py,64,test_transverse_pair_fold_is_the_hermitian_psd_feature_gram,The production fold equals explicit stacked transition features.,census only; classification in gate_blindness.md
tests/test_transverse_candidate_gram.py,80,test_summed_transverse_gram_is_cartesian_rotation_invariant,Equal unnormalised component weights make the sum frame-covariant.,census only; classification in gate_blindness.md
tests/test_transverse_candidate_gram.py,103,test_point_supported_in_only_one_component_keeps_its_leverage,A large one-component feature can be the first selected point.,census only; classification in gate_blindness.md
tests/test_transverse_candidate_gram.py,121,test_charge_candidate_fold_is_bit_identical_to_the_scalar_owner,The new mode dispatch leaves the historical scalar path untouched.,census only; classification in gate_blindness.md
tests/test_transverse_candidate_gram.py,134,test_transverse_orbit_block_deflates_every_emitted_current_point,One representative per orbit does not span a generic current Gram.,census only; classification in gate_blindness.md
tests/test_transverse_candidate_gram.py,184,test_fused_wfn_route_matches_staged_pair_route_for_both_metrics,"Fusion removes dispatch boundaries, not candidate physics.",census only; classification in gate_blindness.md
tests/test_transverse_factor_hoist.py,283,test_hoisted_transverse_lu_is_bit_identical_to_fused,"factor_c_q's hoisted (LU, perm) + solve_zeta's lu_solve reproduce",census only; classification in gate_blindness.md
tests/test_transverse_factor_hoist.py,297,test_hoisted_factor_carries_the_ridge,An exact-null transverse mode stays finite through the hoisted,census only; classification in gate_blindness.md
tests/test_transverse_factor_hoist.py,307,test_batch_reshard_provider_lu_is_hoisted_once_and_bit_identical,Two r chunks reuse one local-JAX factor under a provider request.,census only; classification in gate_blindness.md
tests/test_transverse_rank_truncate.py,372,test_local_family_is_bit_identical_across_schedules,Within the rank_truncate family: exact bit equality across,census only; classification in gate_blindness.md
tests/test_transverse_rank_truncate.py,390,test_truncation_drops_the_trs_near_null_pair,n_keep == n_log - 2 on the fixture (both TRS modes cut).,census only; classification in gate_blindness.md
tests/test_transverse_rank_truncate.py,401,test_ridge_vs_rank_truncate_agree_on_kept_subspace,"Different algorithms, not bit-comparable: kept-subspace agreement",census only; classification in gate_blindness.md
tests/test_transverse_rank_truncate.py,420,test_resolver_semantics,Family selection + conflicts + untouched ridge defaults.,census only; classification in gate_blindness.md
tests/test_vq_charge_capture_routing.py,59,test_charge_capture_role_is_explicit_and_label_independent,,census only; classification in gate_blindness.md
tests/test_vq_charge_capture_routing.py,84,test_scalar_and_bispinor_callers_supply_the_same_charge_semantics,,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,98,test_on_grid_the_reattached_head_is_bitwise_the_injected_delta,"fine == coarse → exactly ``[whead at Γ, 0 elsewhere]``.  BITWISE.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,120,test_on_grid_the_red_twin_is_invisible,The design says the red twin is invisible when the grids are equal.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,136,test_the_loader_does_not_defer_when_the_grids_are_equal,``bse_k_grid == coarse`` returns the bundle the no-flag path returns.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,169,test_defer_whead_is_not_the_w0_ready_gate,"The two skips are different, and say different things in the log.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,205,test_the_loader_resolves_the_fine_grid_before_it_injects,AST gate: the deferral decision must precede the injection.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,240,test_the_coarse_gamma_cell_holds_exactly_the_index_many_fine_q,"``|Γ_c ∩ fine grid| = [Λ_f : Λ_c] = m³``, exactly, on every lattice.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,264,test_the_kept_q_are_the_ones_nearest_gamma,Each coset's representative is its member of smallest |q|.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,290,test_nondivisor_8_to_12_has_the_exact_common_cell_overlap,The LCM construction gives the analytic square-cell overlap weights.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,311,test_nondivisor_hex_overlap_preserves_total_weight_and_evenness,Skew-cell red twin: the 8→12 overlap remains a real Voronoi partition.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,323,test_a_broken_partition_is_refused_not_absorbed,RED TWIN: monkeypatch the mask to over-count → the builder REFUSES.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,357,test_the_head_channel_zone_average_is_the_grid_independent_number,"THE SUM RULE, with its exact arm, its refinement arm and its false arm.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,408,test_the_head_channel_is_even_in_q,"``S(q) = S(−q)`` exactly, which is what carries reciprocity through.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,427,test_the_interpolated_head_rings_and_leaks_where_c1_does_neither,Run the SHIPPED densifier on a delta and on C1's channel; compare.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,485,test_the_reattached_kernel_is_hermitian_to_machine_zero,"Hermiticity by congruence, and the deliberately complex red twin.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,520,test_a_complex_head_scalar_is_refused_before_it_can_be_attached,The twin above cannot be reached through the shipped path.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,539,test_the_slab_pointwise_head_uses_vcoul_not_the_bulk_pole,Finite-q slab C1 equals vcoul's G=0 kernel plus the shared Dyson factor.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,559,test_the_slab_head_has_one_over_q_not_bulk_one_over_q_squared_scaling,"The service has the slab factor and 1/q cusp, not the bulk 1/q² pole.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,580,test_slab_gamma_and_nondivisor_8_to_12_c1_use_the_service_channel,"The requested slab path: service Γ + LCM overlap, unlike legacy.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,629,test_cell_box_head_remains_refused,,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,636,test_an_unstamped_sys_dim_is_refused_not_defaulted_to_bulk,``sys_dim=None`` REFUSES.  This is the cell that keeps the escape shut.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,675,test_the_bse_meta_is_stamped_with_the_decks_sys_dim,RED TWIN for the OTHER end: ``htransform.initialize_wfns`` must stamp it.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,712,test_the_pointwise_head_refuses_q_equals_zero,There is no pointwise value at Γ — the object there is an integral.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,718,test_w_head_densify_takes_only_the_two_modes,,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,728,test_w_head_densify_deck_key_reaches_shipping_resolver,The deck must select the same mode the BSE loader consumes.,census only; classification in gate_blindness.md
tests/test_w_head_densify.py,744,test_invalid_w_head_densify_deck_value_is_named,"The resolver must report the bad deck token, not its absent CLI arg.",census only; classification in gate_blindness.md
tests/test_w_head_densify.py,757,test_the_head_grid_may_be_nonnested_but_may_not_coarsen,,census only; classification in gate_blindness.md
tests/test_w_isdf_padding.py,151,test_solve_w_refuses_equal_but_noncanonical_centroid_extents,Equality alone must not authenticate the weak P36 2070 carrier.,census only; classification in gate_blindness.md
tests/test_w_isdf_padding.py,169,test_solve_w_geometry_accepts_irreducible_q_extent,"The Dyson seam owns mu padding, not full-BZ versus wedge q mapping.",census only; classification in gate_blindness.md
tests/test_w_isdf_padding.py,182,test_solve_w_geometry_accepts_explicit_packed_carrier,A direct-sum photon carrier is not the scalar charge prefix.,census only; classification in gate_blindness.md
tests/test_w_isdf_padding.py,196,test_precompile_solve_w_refuses_the_same_noncanonical_carrier,AOT setup must not compile a geometry the runtime seam rejects.,census only; classification in gate_blindness.md
tests/test_w_isdf_padding.py,216,test_distributed_solve_cache_is_keyed_by_logical_extent,One padded extent must not reuse another caller's zero-mask closure.,census only; classification in gate_blindness.md
tests/test_w_isdf_padding.py,239,test_static_gamma_override_accepts_the_chi_carrier_not_logical_prefix,The metallic Gamma row follows product padding through screening.,census only; classification in gate_blindness.md
tests/test_w_isdf_padding.py,275,test_mpa_reader_and_distributed_dyson_a_build_on_true_6x6_mesh,Logical 42 must reach ``_a_local`` as one zero-padded 72 carrier.,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,53,test_receipt_is_immutable_and_reuses_the_restart_centroid_digest,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,62,test_bound_canonical_wfn_fingerprint_is_reused_without_rescan,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,101,test_prepare_constructs_receipts_on_host_from_one_canonical_scan,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,137,test_fresh_and_restart_face_builders_validate_host_receipt,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,166,test_physical_source_identity_is_layout_and_device_count_independent,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,176,test_charge_and_transverse_are_distinct_even_on_the_same_points,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,183,test_scalar_spinor_and_kinetic_balance_lift_are_distinct_sources,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,204,test_every_physical_source_field_has_a_red_twin,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,209,test_wavefunctions_authenticates_receipt_against_live_mu_carrier,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,239,test_receipt_is_host_only_and_does_not_split_jit_cache_family,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,292,test_finite_transfer_endpoint_preserves_pre_receipt_positional_abi,,census only; classification in gate_blindness.md
tests/test_wavefunction_basis_receipt.py,320,test_isdf_header_keeps_candidate_import_compatibility_without_ownership,,census only; classification in gate_blindness.md
tests/test_wfn_rpoints_and_indexed_gflat.py,323,test_to_rpoints_inner_matches_the_contiguous_slab,,census only; classification in gate_blindness.md
tests/test_wfn_rpoints_and_indexed_gflat.py,339,test_indexed_gflat_accumulate_matches_the_r0_path,,census only; classification in gate_blindness.md
